Region,Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Gujarat,2019-11-30, M,7.53,9896124,43.5
Gujarat,2019-12-31, M,5.71,10172814,43.75
Gujarat,2020-01-31, M,5.82,9824501,42.19
Gujarat,2020-02-29, M,6.04,10784753,46.31
Gujarat,2020-03-31, M,5.39,10083026,42.9
Gujarat,2020-04-30, M,25.94,6701284,36.33
Gujarat,2020-05-31, M,11.22,6096155,27.5
Gujarat,2020-06-30, M,5.42,10386630,43.88
Gujarat,2020-07-31, M,3.47,10381028,42.86
Gujarat,2020-08-31, M,2.99,10205453,41.82
Gujarat,2020-09-30, M,3.67,9969698,41.04
Gujarat,2020-10-31, M,5.68,11435921,47.96
Gujarat,2020-11-30, M,2.79,9845883,39.97
Gujarat,2020-12-31, M,5.09,9699852,40.23
Gujarat,2021-01-31, M,3.31,10116645,41.08
Gujarat,2021-02-28, M,3.35,10599802,42.96
Gujarat,2021-03-31, M,2.18,9999748,39.94
Gujarat,2021-04-30, M,1.99,10580660,42.08
Gujarat,2021-05-31, M,2.35,10467889,41.68
Gujarat,2021-06-30, M,2.14,10636113,42.15
Gujarat,2021-07-31, M,3.04,10306416,41.12
Gujarat,2021-08-31, M,2.12,10691403,42.15
Haryana,2016-01-31, M,18.37,2824404,46.41
Haryana,2016-02-29, M,15.62,2876440,45.61
Haryana,2016-03-31, M,15.87,2706342,42.93
Haryana,2016-04-30, M,16.11,2904357,46.08
Haryana,2016-05-31, M,16.95,2856903,45.66
Haryana,2016-06-30, M,13.87,2843202,43.7
Haryana,2016-07-31, M,11.19,2675798,39.79
Haryana,2016-08-31, M,9.8,2937689,42.89
Haryana,2016-09-30, M,12.18,2833165,42.38
Haryana,2016-10-31, M,11.83,2870908,42.66
Haryana,2016-11-30, M,11.28,2708254,39.89
Haryana,2016-12-31, M,9.26,2822659,40.54
Haryana,2017-01-31, M,10.58,2724443,39.6
Haryana,2017-02-28, M,7.75,2881211,40.5
Haryana,2017-03-31, M,1.52,2740393,35.98
Haryana,2017-04-30, M,2.22,2886732,38.08
Haryana,2017-05-31, M,5.67,2771846,37.8
Haryana,2017-06-30, M,4.55,2765416,37.17
Haryana,2017-07-31, M,2.99,2575820,33.97
Haryana,2017-08-31, M,3.81,2867516,38.04
Haryana,2017-09-30, M,15.92,2780022,42.09
Haryana,2017-10-31, M,13.3,2841367,41.6
Haryana,2017-11-30, M,10.71,2674678,37.93
Haryana,2017-12-31, M,14.97,2754191,40.9
Haryana,2018-01-31, M,17.53,2812431,42.95
Haryana,2018-02-28, M,12,2809970,40.12
Haryana,2018-03-31, M,13.24,2583067,37.3
Haryana,2018-04-30, M,17.03,2655590,40
Haryana,2018-05-31, M,21.89,2608490,41.62
Haryana,2018-06-30, M,18.74,2796464,42.78
Haryana,2018-07-31, M,19.15,2516337,38.59
Haryana,2018-08-31, M,19.44,2646010,40.61
Haryana,2018-09-30, M,22.67,2661870,42.45
Haryana,2018-10-31, M,18.74,2932008,44.38
Haryana,2018-11-30, M,22.01,2420680,38.08
Haryana,2018-12-31, M,22.52,2601601,41.08
Haryana,2019-01-31, M,24.45,2637471,42.6
Haryana,2019-02-28, M,21.7,2819539,43.83
Haryana,2019-03-31, M,24.27,2393577,38.37
Haryana,2019-04-30, M,23.85,2599119,41.33
Haryana,2019-05-31, M,24.67,2693596,43.18
Haryana,2019-06-30, M,20.42,2845190,43.06
Haryana,2019-07-31, M,25.45,2405973,38.77
Haryana,2019-08-31, M,24.19,2523005,39.87
Haryana,2019-09-30, M,26.73,2678057,43.67
Haryana,2019-10-31, M,21.04,2821458,42.58
Haryana,2019-11-30, M,27.06,2404240,39.18
Haryana,2019-12-31, M,23.65,2548833,39.57
Haryana,2020-01-31, M,27.24,2630938,42.75
Haryana,2020-02-29, M,23.29,2752834,42.32
Haryana,2020-03-31, M,27.14,2275407,36.73
Haryana,2020-04-30, M,46.89,1606580,35.48
Haryana,2020-05-31, M,38.46,2013083,38.27
Haryana,2020-06-30, M,28.39,2357651,38.42
Haryana,2020-07-31, M,34.05,2360482,41.65
Haryana,2020-08-31, M,36.05,2519777,45.73
Haryana,2020-09-30, M,28.8,2461725,40.02
Haryana,2020-10-31, M,21.09,2464280,36.05
Haryana,2020-11-30, M,38.12,2362602,43.96
Haryana,2020-12-31, M,37.82,2448109,45.21
Haryana,2021-01-31, M,27.96,2561204,40.72
Haryana,2021-02-28, M,19.55,2535406,36
Haryana,2021-03-31, M,37.27,2420509,43.96
Haryana,2021-04-30, M,41.52,2425486,47.13
Haryana,2021-05-31, M,41.39,2095161,40.51
Haryana,2021-06-30, M,24.35,2467316,36.87
Haryana,2021-07-31, M,38.4,2438210,44.62
Haryana,2021-08-31, M,39.21,2479066,45.85
Himachal Pradesh,2016-01-31, M,2.3,251798,44.74
Himachal Pradesh,2016-02-29, M,1.27,249950,43.89
Himachal Pradesh,2016-03-31, M,2.66,234899,41.78
Himachal Pradesh,2016-04-30, M,12.03,217295,42.7
Himachal Pradesh,2016-05-31, M,1.87,247231,43.5
Himachal Pradesh,2016-06-30, M,3.51,242901,43.4
Himachal Pradesh,2016-07-31, M,14.63,235293,47.45
Himachal Pradesh,2016-08-31, M,8.2,218610,40.94
Himachal Pradesh,2016-09-30, M,1.35,268542,46.74
Himachal Pradesh,2016-10-31, M,3.51,253934,45.12
Himachal Pradesh,2016-11-30, M,3.51,235630,41.81
Himachal Pradesh,2016-12-31, M,4.88,231586,41.62
Himachal Pradesh,2017-01-31, M,1.9,262306,45.65
Himachal Pradesh,2017-02-28, M,5.42,241673,43.57
Himachal Pradesh,2017-03-31, M,8.62,238830,44.5
Himachal Pradesh,2017-04-30, M,4.71,229026,40.87
Himachal Pradesh,2017-05-31, M,1.1,265027,45.5
Himachal Pradesh,2017-06-30, M,4.12,250993,44.39
Himachal Pradesh,2017-07-31, M,5.41,240918,43.12
Himachal Pradesh,2017-08-31, M,5.95,232452,41.79
Himachal Pradesh,2017-09-30, M,1,250757,42.77
Himachal Pradesh,2017-10-31, M,10.94,247963,46.94
Himachal Pradesh,2017-11-30, M,15.7,236552,47.25
Himachal Pradesh,2017-12-31, M,20.27,236029,49.78
Himachal Pradesh,2018-01-31, M,2.83,243917,42.15
Himachal Pradesh,2018-02-28, M,15.84,240609,47.94
Himachal Pradesh,2018-03-31, M,17.11,239638,48.41
Himachal Pradesh,2018-04-30, M,21.96,227491,48.75
Himachal Pradesh,2018-05-31, M,7.56,250128,45.18
Himachal Pradesh,2018-06-30, M,16.89,240404,48.24
Himachal Pradesh,2018-07-31, M,18.67,233332,47.77
Himachal Pradesh,2018-08-31, M,19.4,235767,48.64
Himachal Pradesh,2018-09-30, M,9.43,248305,45.52
Himachal Pradesh,2018-10-31, M,18.36,234300,47.59
Himachal Pradesh,2018-11-30, M,16.96,233025,46.46
Himachal Pradesh,2018-12-31, M,20.1,230061,47.61
Himachal Pradesh,2019-01-31, M,10.42,246145,45.37
Himachal Pradesh,2019-02-28, M,17.65,238373,47.73
Himachal Pradesh,2019-03-31, M,20.81,226098,47.02
Himachal Pradesh,2019-04-30, M,23.42,227807,48.92
Himachal Pradesh,2019-05-31, M,10.88,245668,45.27
Himachal Pradesh,2019-06-30, M,21.43,237576,49.58
Himachal Pradesh,2019-07-31, M,21.51,235894,49.22
Himachal Pradesh,2019-08-31, M,24.48,236315,51.17
Himachal Pradesh,2019-09-30, M,12,247210,45.87
Himachal Pradesh,2019-10-31, M,23.77,232322,49.69
Himachal Pradesh,2019-11-30, M,27.27,233029,52.17
Himachal Pradesh,2019-12-31, M,25.32,241366,52.55
Himachal Pradesh,2020-01-31, M,18.15,246596,48.92
Himachal Pradesh,2020-02-29, M,27.31,227804,50.82
Himachal Pradesh,2020-03-31, M,26.44,221432,48.74
Himachal Pradesh,2020-04-30, M,2.7,146957,24.42
Himachal Pradesh,2020-05-31, M,38.35,165588,43.37
Himachal Pradesh,2020-06-30, M,18.75,218439,43.35
Himachal Pradesh,2020-07-31, M,26.55,215686,47.28
Himachal Pradesh,2020-08-31, M,27.4,227861,50.46
Himachal Pradesh,2020-09-30, M,11.84,231828,42.22
Himachal Pradesh,2020-10-31, M,13.81,210605,39.18
Himachal Pradesh,2020-11-30, M,18.18,208708,40.84
Himachal Pradesh,2020-12-31, M,14.67,221162,41.44
Himachal Pradesh,2021-01-31, M,12.61,228413,41.73
Himachal Pradesh,2021-02-28, M,16.22,208612,39.7
Himachal Pradesh,2021-03-31, M,17.24,221211,42.56
Himachal Pradesh,2021-04-30, M,15.32,210318,39.49
Himachal Pradesh,2021-05-31, M,15.74,199710,37.63
Himachal Pradesh,2021-06-30, M,14.18,201483,37.22
Himachal Pradesh,2021-07-31, M,17.86,218695,42.15
Himachal Pradesh,2021-08-31, M,1.27,228417,36.57
Jammu & Kashmir,2016-01-31, M,14.37,921006,37.53
Jammu & Kashmir,2016-02-29, M,16.26,898201,37.34
Jammu & Kashmir,2016-03-31, M,18.93,980373,42
Jammu & Kashmir,2016-04-30, M,20.84,1100262,48.17
Jammu & Kashmir,2016-05-31, M,20.35,964061,41.85
Jammu & Kashmir,2016-06-30, M,21.05,874612,38.22
Jammu & Kashmir,2016-07-31, M,21.3,890152,38.93
Jammu & Kashmir,2016-08-31, M,21.64,1108979,48.6
Jammu & Kashmir,2016-09-30, M,21.85,992513,43.51
Jammu & Kashmir,2016-10-31, M,28.22,662094,31.53
Jammu & Kashmir,2016-11-30, M,18.35,1023423,42.75
Jammu & Kashmir,2016-12-31, M,17.37,1142352,47.04
Jammu & Kashmir,2017-01-31, M,12.99,985272,38.44
Jammu & Kashmir,2017-02-28, M,15.53,884147,35.46
Jammu & Kashmir,2017-03-31, M,4.49,1136374,40.21
Jammu & Kashmir,2017-04-30, M,10.27,1094442,41.13
Jammu & Kashmir,2017-05-31, M,10.98,876827,33.13
Jammu & Kashmir,2017-06-30, M,17.63,1136118,46.29
Jammu & Kashmir,2017-07-31, M,6.96,847637,30.5
Jammu & Kashmir,2017-08-31, M,9.92,1038497,38.51
Jammu & Kashmir,2017-09-30, M,10.66,1157273,43.17
Jammu & Kashmir,2017-10-31, M,16.42,1141011,45.39
Jammu & Kashmir,2017-11-30, M,13.1,1099461,41.98
Jammu & Kashmir,2017-12-31, M,16.91,1037355,41.32
Jammu & Kashmir,2018-01-31, M,15.9,1148068,45.08
Jammu & Kashmir,2018-02-28, M,13.6,1163487,44.37
Jammu & Kashmir,2018-03-31, M,13.19,1115727,42.25
Jammu & Kashmir,2018-04-30, M,12.22,1008295,37.67
Jammu & Kashmir,2018-05-31, M,13.22,1125689,42.45
Jammu & Kashmir,2018-06-30, M,16.5,1115466,43.61
Jammu & Kashmir,2018-07-31, M,13.43,1111453,41.82
Jammu & Kashmir,2018-08-31, M,10.47,1003571,36.42
Jammu & Kashmir,2018-09-30, M,13.62,1172535,44.01
Jammu & Kashmir,2018-10-31, M,17.65,1107031,43.48
Jammu & Kashmir,2018-11-30, M,12.34,1120144,41.23
Jammu & Kashmir,2018-12-31, M,11.34,971968,35.29
Jammu & Kashmir,2019-01-31, M,22.01,1142674,47.06
Jammu & Kashmir,2019-02-28, M,19.03,1116415,44.19
Jammu & Kashmir,2019-03-31, M,18.23,1129049,44.15
Jammu & Kashmir,2019-04-30, M,15.28,1066003,40.14
Jammu & Kashmir,2019-05-31, M,23.04,1130139,46.74
Jammu & Kashmir,2019-06-30, M,19.88,1139814,45.17
Jammu & Kashmir,2019-07-31, M,21.55,1183770,47.8
Jammu & Kashmir,2019-09-30, M,19.23,1120679,43.75
Jammu & Kashmir,2019-10-31, M,24.06,1029087,42.63
Jammu & Kashmir,2019-11-30, M,14.29,1226793,44.92
Jammu & Kashmir,2019-12-31, M,7.02,1209085,40.71
Jammu & Kashmir,2020-01-31, M,18.54,1079537,41.4
Jammu & Kashmir,2020-02-29, M,19.86,1060116,41.23
Jammu & Kashmir,2020-03-31, M,14.29,998103,36.21
Jammu & Kashmir,2020-05-31, M,12.96,937435,33.33
Jammu & Kashmir,2020-07-31, M,7.89,1103109,36.89
Jammu & Kashmir,2020-08-31, M,13.84,1031944,36.81
Jammu & Kashmir,2020-09-30, M,14.93,934200,33.67
Jammu & Kashmir,2020-10-31, M,9.43,1002715,33.87
Jammu & Kashmir,2020-11-30, M,12.88,1043857,36.57
Jammu & Kashmir,2020-12-31, M,24.8,801755,32.46
Jammu & Kashmir,2021-01-31, M,25,1058284,42.86
Jammu & Kashmir,2021-02-28, M,15.69,1058803,38.06
Jammu & Kashmir,2021-03-31, M,10,896583,30.12
Jammu & Kashmir,2021-04-30, M,14.17,877759,30.85
Jammu & Kashmir,2021-05-31, M,17.39,1127427,41.07
Jammu & Kashmir,2021-06-30, M,18.23,1009474,37.07
Jammu & Kashmir,2021-07-31, M,16.26,1088207,38.92
Jammu & Kashmir,2021-08-31, M,18.83,864414,31.82
Jharkhand,2016-01-31, M,13.15,2305618,42.69
Jharkhand,2016-02-29, M,14.83,2328845,43.89
Jharkhand,2016-03-31, M,15.31,2336454,44.2
Jharkhand,2016-04-30, M,15.51,2389270,45.22
Jharkhand,2016-05-31, M,11.78,2354735,42.6
Jharkhand,2016-06-30, M,21.38,2328301,47.17
Jharkhand,2016-07-31, M,17.3,2267750,43.59
Jharkhand,2016-08-31, M,14.97,2333438,43.54
Jharkhand,2016-09-30, M,11.95,2522837,45.37
Jharkhand,2016-10-31, M,4.86,2449454,40.69
Jharkhand,2016-11-30, M,11.73,2401198,42.92
Jharkhand,2016-12-31, M,5.44,2327091,38.75
Jharkhand,2017-01-31, M,4.04,2460488,40.29
Jharkhand,2017-02-28, M,4.82,2328554,38.38
Jharkhand,2017-03-31, M,6.35,2366459,39.56
Jharkhand,2017-04-30, M,5.37,2335814,38.57
Jharkhand,2017-05-31, M,4.26,2443181,39.8
Jharkhand,2017-06-30, M,6.34,2373263,39.45
Jharkhand,2017-07-31, M,4.56,2340664,38.1
Jharkhand,2017-08-31, M,9.24,2338726,39.95
Jharkhand,2017-09-30, M,9.39,2484256,42.43
Jharkhand,2017-10-31, M,10.83,2408189,41.71
Jharkhand,2017-11-30, M,10.8,2354364,40.69
Jharkhand,2017-12-31, M,14.36,2364630,42.48
Jharkhand,2018-01-31, M,11.14,2362278,40.82
Jharkhand,2018-02-28, M,9.74,2485031,42.2
Jharkhand,2018-03-31, M,12.44,2304608,40.27
Jharkhand,2018-04-30, M,15.72,2348911,42.56
Jharkhand,2018-05-31, M,15.15,2404836,43.19
Jharkhand,2018-06-30, M,8.13,2409684,39.9
Jharkhand,2018-07-31, M,14.57,2356203,41.87
Jharkhand,2018-08-31, M,14.12,2362145,41.67
Jharkhand,2018-09-30, M,15.51,2393589,42.84
Jharkhand,2018-10-31, M,9.19,2467125,41.01
Jharkhand,2018-11-30, M,15.57,2324988,41.48
Jharkhand,2018-12-31, M,16.46,2348146,42.26
Jharkhand,2019-01-31, M,16.41,2436142,43.73
Jharkhand,2019-02-28, M,10.9,2509667,42.19
Jharkhand,2019-03-31, M,18.27,2309071,42.24
Jharkhand,2019-04-30, M,16.59,2350636,42.05
Jharkhand,2019-05-31, M,17.23,2404034,43.25
Jharkhand,2019-06-30, M,20.51,2326912,43.51
Jharkhand,2019-07-31, M,15.67,2434580,42.82
Jharkhand,2019-08-31, M,20.25,2335407,43.35
Jharkhand,2019-09-30, M,21.1,2357296,44.15
Jharkhand,2019-10-31, M,19.05,2460197,44.82
Jharkhand,2019-11-30, M,17.34,2424283,43.17
Jharkhand,2019-12-31, M,22.01,2290170,43.14
Jharkhand,2020-01-31, M,22.96,2329293,44.33
Jharkhand,2020-02-29, M,19.67,2493023,45.42
Jharkhand,2020-03-31, M,16.4,2480661,43.34
Jharkhand,2020-04-30, M,61.48,1054829,39.92
Jharkhand,2020-05-31, M,70.17,830347,40.49
Jharkhand,2020-06-30, M,19.25,2247608,40.42
Jharkhand,2020-07-31, M,5.64,2614441,40.16
Jharkhand,2020-08-31, M,19.11,2238173,40.02
Jharkhand,2020-09-30, M,13.84,2340012,39.21
Jharkhand,2020-10-31, M,13.41,2302392,38.31
Jharkhand,2020-11-30, M,13.46,2373300,39.44
Jharkhand,2020-12-31, M,19.67,2293273,40.97
Jharkhand,2021-01-31, M,19.22,2371666,42.05
Jharkhand,2021-02-28, M,16.57,2276550,39.01
Jharkhand,2021-03-31, M,12.7,2428331,39.69
Jharkhand,2021-04-30, M,23.25,2264236,42.01
Jharkhand,2021-05-31, M,26.91,2131480,41.45
Jharkhand,2021-06-30, M,21.92,2268457,41.22
Jharkhand,2021-07-31, M,12.18,2518844,40.61
Jharkhand,2021-08-31, M,18.56,2374302,41.2
Karnataka,2016-01-31, M,9.58,8504030,45.78
Karnataka,2016-02-29, M,6.02,8064132,41.66
Karnataka,2016-03-31, M,4.61,8074999,41
Karnataka,2016-04-30, M,8.61,7982108,42.19
Karnataka,2016-05-31, M,16.03,8650091,49.63
Karnataka,2016-06-30, M,3.86,8410042,42.04
Karnataka,2016-07-31, M,4.24,8484734,42.47
Karnataka,2016-08-31, M,7.32,8556139,44.14
Karnataka,2016-09-30, M,8.83,9223994,48.25
Karnataka,2016-10-31, M,8.21,8706430,45.12
Karnataka,2016-11-30, M,6.76,8821997,44.89
Karnataka,2016-12-31, M,6.47,9003023,45.55
Karnataka,2017-01-31, M,7.88,9267189,47.49
Karnataka,2017-02-28, M,7.44,8910926,45.34
Karnataka,2017-03-31, M,3.19,8909331,43.23
Karnataka,2017-04-30, M,2.65,8931373,42.99
Karnataka,2017-05-31, M,2.21,9075717,43.37
Karnataka,2017-06-30, M,1.82,8804447,41.8
Karnataka,2017-07-31, M,1.18,8956579,42.14
Karnataka,2017-08-31, M,2.59,9027680,42.98
Karnataka,2017-09-30, M,3.42,9255182,44.33
Karnataka,2017-10-31, M,2.81,8812222,41.83
Karnataka,2017-11-30, M,0.94,9391523,43.63
Karnataka,2017-12-31, M,3.14,9199690,43.59
Karnataka,2018-01-31, M,3.12,9450914,44.66
Karnataka,2018-02-28, M,4.8,8911568,42.75
Karnataka,2018-03-31, M,4.47,9249701,44.11
Karnataka,2018-04-30, M,4.32,8769784,41.65
Karnataka,2018-05-31, M,2.84,9384231,43.77
Karnataka,2018-06-30, M,4.21,9285921,43.82
Karnataka,2018-07-31, M,1.59,9300544,42.61
Karnataka,2018-08-31, M,2.78,8829878,40.84
Karnataka,2018-09-30, M,2.52,9041955,41.6
Karnataka,2018-10-31, M,2.8,9182933,42.26
Karnataka,2018-11-30, M,1.55,8855637,40.14
Karnataka,2018-12-31, M,2.07,8591058,39.04
Karnataka,2019-01-31, M,2.32,8737245,39.7
Karnataka,2019-02-28, M,2.33,8998816,40.8
Karnataka,2019-03-31, M,1.86,8827839,39.73
Karnataka,2019-04-30, M,0.97,8464653,37.66
Karnataka,2019-05-31, M,6.56,8638243,40.62
Karnataka,2019-06-30, M,5,8862498,40.89
Karnataka,2019-07-31, M,2.29,8738033,39.09
Karnataka,2019-08-31, M,1.27,8614338,38.04
Karnataka,2019-09-30, M,3.56,8646917,38.99
Karnataka,2019-10-31, M,3.87,8799252,39.7
Karnataka,2019-11-30, M,3.44,8613837,38.6
Karnataka,2019-12-31, M,1.56,8592376,37.66
Karnataka,2020-01-31, M,3.31,8749154,38.94
Karnataka,2020-02-29, M,2.88,8924061,39.45
Karnataka,2020-03-31, M,4.92,9225835,41.55
Karnataka,2020-04-30, M,25.12,7387995,42.14
Karnataka,2020-05-31, M,14.9,8771524,43.9
Karnataka,2020-06-30, M,3.75,8818844,38.93
Karnataka,2020-07-31, M,3.06,8928134,39.03
Karnataka,2020-08-31, M,1.24,9645425,41.28
Karnataka,2020-09-30, M,2.02,8467104,36.43
Karnataka,2020-10-31, M,2.3,8627263,37.13
Karnataka,2020-11-30, M,1.45,8581514,36.52
Karnataka,2020-12-31, M,1.79,8914962,37.97
Karnataka,2021-01-31, M,2.44,8708864,37.24
Karnataka,2021-02-28, M,2.45,8508768,36.3
Karnataka,2021-03-31, M,1.43,8435857,35.52
Karnataka,2021-04-30, M,2.18,8713802,36.88
Karnataka,2021-05-31, M,6.9,8698973,38.58
Karnataka,2021-06-30, M,10.43,7840758,36.06
Karnataka,2021-07-31, M,1.61,8547933,35.69
Karnataka,2021-08-31, M,2.52,8782131,36.91
Kerala,2016-01-31, M,15.87,4888240,45.04
Kerala,2016-02-29, M,23.35,4760676,48.1
Kerala,2016-03-31, M,18.61,4527660,43.04
Kerala,2016-04-30, M,19.55,4564511,43.86
Kerala,2016-05-31, M,10.53,4645285,40.09
Kerala,2016-06-30, M,14.5,4597681,41.49
Kerala,2016-07-31, M,14.49,4732148,42.66
Kerala,2016-08-31, M,13.32,4542608,40.36
Kerala,2016-09-30, M,6.18,4720787,38.71
Kerala,2016-10-31, M,9.36,4884629,41.42
Kerala,2016-11-30, M,16.27,4683474,42.96
Kerala,2016-12-31, M,17.45,4305731,40.02
Kerala,2017-01-31, M,12.3,4658405,40.72
Kerala,2017-02-28, M,12.85,4767930,41.9
Kerala,2017-03-31, M,12.66,4902204,42.95
Kerala,2017-04-30, M,8.95,4271724,35.87
Kerala,2017-05-31, M,4.98,4564535,36.69
Kerala,2017-06-30, M,9.44,4616196,38.9
Kerala,2017-07-31, M,8.02,4561848,37.81
Kerala,2017-08-31, M,8.03,4314548,35.73
Kerala,2017-09-30, M,3.07,4613752,36.22
Kerala,2017-10-31, M,9.02,4592223,38.38
Kerala,2017-11-30, M,10.26,4112529,34.81
Kerala,2017-12-31, M,8.68,4642553,38.58
Kerala,2018-01-31, M,7.23,4642277,37.94
Kerala,2018-02-28, M,9.24,4712877,39.34
Kerala,2018-03-31, M,8.13,4435060,36.54
Kerala,2018-04-30, M,7.47,4687771,38.31
Kerala,2018-05-31, M,6.45,4583604,37.01
Kerala,2018-06-30, M,8.78,4602390,38.08
Kerala,2018-07-31, M,5.93,4593169,36.82
Kerala,2018-08-31, M,5.29,4206903,33.46
Kerala,2018-09-30, M,4.92,4520044,35.78
Kerala,2018-10-31, M,5.95,4632310,37.04
Kerala,2018-11-30, M,5.6,4178583,33.25
Kerala,2018-12-31, M,7.07,4449677,35.94
Kerala,2019-01-31, M,6.37,4637547,37.14
Kerala,2019-02-28, M,5.94,4687644,37.34
Kerala,2019-03-31, M,6.34,4150624,33.17
Kerala,2019-04-30, M,7.41,4506415,36.4
Kerala,2019-05-31, M,6.11,4605912,36.65
Kerala,2019-06-30, M,6.67,4678372,37.42
Kerala,2019-07-31, M,7.58,4105212,33.13
Kerala,2019-08-31, M,7.69,4448650,35.91
Kerala,2019-09-30, M,5.52,4640640,36.57
Kerala,2019-10-31, M,5.35,4644511,36.49
Kerala,2019-11-30, M,6.71,4062767,32.36
Kerala,2019-12-31, M,7.31,4440284,35.56
Kerala,2020-01-31, M,6.65,4597507,36.53
Kerala,2020-02-29, M,6.08,4624444,36.48
Kerala,2020-03-31, M,9.14,4079775,33.24
Kerala,2020-04-30, M,21.43,2179106,20.51
Kerala,2020-05-31, M,21.54,3331934,31.38
Kerala,2020-06-30, M,9.01,4282803,34.75
Kerala,2020-07-31, M,4.2,4326107,33.31
Kerala,2020-08-31, M,5.97,4182798,32.78
Kerala,2020-09-30, M,5.03,4150948,32.18
Kerala,2020-10-31, M,4.23,4234143,32.52
Kerala,2020-11-30, M,4.55,3796322,29.23
Kerala,2020-12-31, M,6.51,4567893,35.87
Kerala,2021-01-31, M,5.53,4136604,32.12
Kerala,2021-02-28, M,4.16,4370149,33.42
Kerala,2021-03-31, M,4.97,3915163,30.17
Kerala,2021-04-30, M,6.39,4523245,35.34
Kerala,2021-05-31, M,25.51,3348144,32.85
Kerala,2021-06-30, M,18.46,3831825,34.31
Kerala,2021-07-31, M,6.45,3854226,30.05
Kerala,2021-08-31, M,7.24,4548519,35.73
Madhya Pradesh,2016-01-31, M,7.2,7141267,47.08
Madhya Pradesh,2016-02-29, M,4.41,6747301,43.09
Madhya Pradesh,2016-03-31, M,13.78,6523299,46.08
Madhya Pradesh,2016-04-30, M,10.75,5710064,38.88
Madhya Pradesh,2016-05-31, M,9.89,7267552,48.9
Madhya Pradesh,2016-06-30, M,3.44,6530223,40.92
Madhya Pradesh,2016-07-31, M,14.21,6517605,45.86
Madhya Pradesh,2016-08-31, M,13.99,5739406,40.19
Madhya Pradesh,2016-09-30, M,6.97,7259488,46.89
Madhya Pradesh,2016-10-31, M,4.1,6718241,42
Madhya Pradesh,2016-11-30, M,11.54,6618959,44.76
Madhya Pradesh,2016-12-31, M,7.76,6378749,41.28
Madhya Pradesh,2017-01-31, M,6.12,7105765,45.07
Madhya Pradesh,2017-02-28, M,1.8,7086514,42.89
Madhya Pradesh,2017-03-31, M,10.55,6486499,42.99
Madhya Pradesh,2017-04-30, M,3.71,6623150,40.69
Madhya Pradesh,2017-05-31, M,3.32,7158391,43.7
Madhya Pradesh,2017-06-30, M,1.07,7054376,42
Madhya Pradesh,2017-07-31, M,1.94,6974931,41.8
Madhya Pradesh,2017-08-31, M,2.93,6551028,39.57
Madhya Pradesh,2017-09-30, M,2.33,6728852,40.3
Madhya Pradesh,2017-10-31, M,4.85,6801601,41.72
Madhya Pradesh,2017-11-30, M,6.64,6233124,38.88
Madhya Pradesh,2017-12-31, M,5.18,6840881,41.92
Madhya Pradesh,2018-01-31, M,5.18,6617510,40.46
Madhya Pradesh,2018-02-28, M,4.53,6604924,40.02
Madhya Pradesh,2018-03-31, M,6.82,6318511,39.14
Madhya Pradesh,2018-04-30, M,4.18,6693552,40.23
Madhya Pradesh,2018-05-31, M,3.04,6432752,38.12
Madhya Pradesh,2018-06-30, M,3.96,6491400,38.75
Madhya Pradesh,2018-07-31, M,5.66,6631981,40.21
Madhya Pradesh,2018-08-31, M,5.73,6745794,40.84
Madhya Pradesh,2018-09-30, M,3.59,6498675,38.38
Madhya Pradesh,2018-10-31, M,7.25,6295137,38.56
Madhya Pradesh,2018-11-30, M,7.8,6486107,39.88
Madhya Pradesh,2018-12-31, M,6.98,6601336,40.14
Madhya Pradesh,2019-01-31, M,4.94,6661850,39.55
Madhya Pradesh,2019-02-28, M,6.81,6308678,38.12
Madhya Pradesh,2019-03-31, M,8.57,6357913,39.07
Madhya Pradesh,2019-04-30, M,6.88,6654342,40.06
Madhya Pradesh,2019-05-31, M,3.91,6692716,38.96
Madhya Pradesh,2019-06-30, M,6.38,6509344,38.8
Madhya Pradesh,2019-07-31, M,7.38,6266446,37.67
Madhya Pradesh,2019-08-31, M,6.82,6809835,40.6
Madhya Pradesh,2019-09-30, M,6.82,6677196,39.72
Madhya Pradesh,2019-10-31, M,4.4,6603716,38.2
Madhya Pradesh,2019-11-30, M,6.06,6459457,37.94
Madhya Pradesh,2019-12-31, M,6.2,6787405,39.83
Madhya Pradesh,2020-01-31, M,5.17,6834930,39.59
Madhya Pradesh,2020-02-29, M,4.96,6533435,37.68
Madhya Pradesh,2020-03-31, M,4.8,6386723,36.68
Madhya Pradesh,2020-04-30, M,11.94,4802873,29.76
Madhya Pradesh,2020-05-31, M,20.89,5330339,36.68
Madhya Pradesh,2020-06-30, M,9.96,6309321,38.06
Madhya Pradesh,2020-07-31, M,10.1,6375442,38.43
Madhya Pradesh,2020-08-31, M,5.91,6940301,39.88
Madhya Pradesh,2020-09-30, M,8.43,6782178,39.96
Madhya Pradesh,2020-10-31, M,5.49,6504445,37.04
Madhya Pradesh,2020-11-30, M,6.72,6604184,38.02
Madhya Pradesh,2020-12-31, M,2.07,6502553,35.58
Madhya Pradesh,2021-01-31, M,7.64,6757814,39.11
Madhya Pradesh,2021-02-28, M,3.43,6478461,35.79
Madhya Pradesh,2021-03-31, M,2.89,6490166,35.57
Madhya Pradesh,2021-04-30, M,2.06,6168849,33.45
